2,1,0.43964373790936,0.4708555845926599,0.9793982190843883,0.19404656265652975,1518,21.9273628938156372473.8803275637447
3,10,0.4297386432189642,0.4638109305760709,0.9740817588091085,0.17967172600713305,1518,23.7132438739789962471.9750604876235
3,100,0.43664455821781734,0.4661970230655607,0.9737768109864786,0.1879895485581416,1507,24.222578763127192454.367950865438
4,10,0.42879016775357026,0.46335643676854904,0.9717516325942879,0.1800393788339372,1521,23.9127771295215872476.7615857063092
4,100,0.4307738954709075,0.4623338257016248,0.9708782000615337,0.1878737693257323,1505,24.8238039673278872449.5922203610644
5,10,0.43276300472754636,0.4610839677309397,0.9717284000247137,0.18166474792283838,1530,24.278879813302222491.4835287548854
5,100,0.4340620741494753,0.4613112146347006,0.9695768204948372,0.18399244315475627,1555,25.916569428238042531.801414479806
7,10,0.42162252393519306,0.45756164072264516,0.9707305760884357,0.1693242134133774,1534,24.586347724620772497.5229852968546
7,100,0.4278276500786472,0.45801613453016704,0.967963424632088,0.1776806333582221,1548,28.6505250875145842518.2704262050997
10,10,0.4154073890190924,0.45153959777298036,0.9690992986991696,0.1604545367367665,1556,25.17794632438742533.7870835659783
10,100,0.40749256336334383,0.4455175548233155,0.9584687935172878,0.15431572019876924,1537,28.5463827304550752501.0214033128605
