2,1,0.6205155469081927,0.7155444424599631,0.9992576730415024,0.30207717593664796,641,5.150583135514501,1507.8964546989307
3,10,0.6190553971955405,0.7134012025957016,0.9989506302474129,0.30019422647156635,659,5.240478893590669,1550.236916150816
3,100,0.6247320793301949,0.7203667321545514,0.9992576730415024,0.31065595371754207,634,5.253896170915471,1493.2094822734946
4,10,0.6170690256201541,0.7138179436804192,0.9985668267548011,0.2985264411457057,678,5.292187016203942,1595.9812886888014
4,100,0.6214951660554444,0.7155444424599631,0.9988930597235213,0.30494163746071973,660,5.310042316028486,1554.7490151941474
5,10,0.6110524391230934,0.7072691552062869,0.9989122498981517,0.285858057506052,694,5.32831045515533,1634.6012943162634
5,100,0.617779078791772,0.7137584092397452,0.9985668267548011,0.2986397517470092,704,5.3410052637011045,1657.8953292065278
7,10,0.6143639081439379,0.7100077394772876,0.9978759804680999,0.29465554384366066,701,5.440189906079059,1649.2602701181768
7,100,0.6121961173233956,0.7095909983925701,0.9975305573247493,0.28922682870030786,746,5.4677469295076895,1757.676561620709
10,10,0.6076421135688899,0.7049473120200036,0.9978951706427305,0.2817880629740339,728,5.515326659097946,1714.6671356218346
10,100,0.6070275256576402,0.7059593975114604,0.9961568978477039,0.28382910293192615,722,5.578078233047786,1700.240011254924
