2,1,0.7698564490764143,0.8470171890798787,0.9990100913659812,0.34196463966872126,318,6.4577391755250195,1425.5840992647059
3,10,0.7683606076862026,0.8461071789686552,0.9990351660777727,0.33733075314707966,324,6.432849364791289,1450.2886029411766
3,100,0.7781749700258064,0.8519716885743175,0.9990286562968267,0.36345862187698924,297,6.426367643246047,1329.6750919117646
4,10,0.7605062792401451,0.8427704752275025,0.9989915264351354,0.319713761295394,331,6.487814363494945,1483.796875
4,100,0.7733239590209837,0.8502527805864509,0.9990100913659812,0.3520743428906694,330,6.417163598651802,1478.484375
5,10,0.7667971022599791,0.8464105156723963,0.999016601146927,0.3349460630072875,342,6.441664506092819,1532.944393382353
5,100,0.7717761685160991,0.849747219413549,0.9989980362160813,0.3505561898419041,336,6.422478610318901,1507.8956801470588
7,10,0.7595589699338757,0.8422649140546006,0.9990100913659812,0.31464043326288227,349,6.426108374384237,1566.0105698529412
7,100,0.7638812569748633,0.8461071789686552,0.9987965946612563,0.3322184334939437,343,6.338864402385274,1540.8474264705883
10,10,0.7506475403812686,0.8393326592517695,0.9988847780827731,0.29856271846067767,367,6.52994555353902,1648.3442095588234
10,100,0.7685183505431951,0.8482305358948433,0.9972622151820147,0.3461867497581783,338,6.407052113041224,1514.9692095588234
